epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,808.672,1.05627,0.71973,1.25212,0.96837,0.89723,0.94822,0.63701,1.19273,0.63211,1.47935,0.007261,0.007261,0.007261
168,813.505,1.03082,0.68273,1.25183,0.96759,0.90787,0.94802,0.60391,1.24825,0.61792,1.51826,0.0072445,0.0072445,0.0072445
169,818.36,1.04273,0.70191,1.24749,0.9603,0.89519,0.95082,0.61806,1.22091,0.60037,1.49235,0.007228,0.007228,0.007228
170,823.181,1.04773,0.68527,1.24128,0.96938,0.89247,0.94902,0.62037,1.20954,0.6344,1.4726,0.0072115,0.0072115,0.0072115
171,828.01,1.04543,0.71433,1.24342,0.95839,0.89534,0.93394,0.61207,1.21516,0.62085,1.48224,0.007195,0.007195,0.007195
172,832.83,1.01707,0.6715,1.22759,0.95401,0.89822,0.95567,0.6249,1.17243,0.61227,1.46029,0.0071785,0.0071785,0.0071785
173,837.669,1.0409,0.69153,1.23851,0.93276,0.92166,0.94953,0.62198,1.19281,0.63857,1.47412,0.007162,0.007162,0.007162
174,842.515,1.03225,0.70307,1.2416,0.94869,0.91595,0.9462,0.60862,1.21598,0.62737,1.49974,0.0071455,0.0071455,0.0071455
175,847.32,1.03762,0.70434,1.24389,0.97762,0.89449,0.94829,0.63024,1.16978,0.62638,1.45664,0.007129,0.007129,0.007129
176,852.129,1.03565,0.68905,1.2366,0.96988,0.92151,0.96306,0.62853,1.21365,0.6077,1.48938,0.0071125,0.0071125,0.0071125
177,856.931,1.04247,0.70915,1.24946,0.96351,0.91041,0.95971,0.63022,1.19335,0.6192,1.47365,0.007096,0.007096,0.007096
178,861.749,1.01516,0.71253,1.24727,0.97415,0.8839,0.96313,0.64316,1.17345,0.59387,1.44552,0.0070795,0.0070795,0.0070795
179,866.595,1.02193,0.68405,1.22766,0.94876,0.90874,0.9555,0.6299,1.18527,0.6095,1.47505,0.007063,0.007063,0.007063
180,871.387,1.01532,0.68233,1.22697,0.95832,0.89309,0.95267,0.62209,1.20032,0.63164,1.48413,0.0070465,0.0070465,0.0070465
